Date;Year;Home;Away;HG;AG
14/05/2016;2016;Flamengo;Sport;1;0
14/05/2016;2016;Palmeiras;Athletico;4;0
14/05/2016;2016;Atlético Mineiro;Santos;1;0
15/05/2016;2016;Coritiba;Cruzeiro;1;0
15/05/2016;2016;Botafogo;São Paulo;0;1
15/05/2016;2016;Santa Cruz;Vitória;4;1
15/05/2016;2016;Corinthians;Grêmio;0;0
15/05/2016;2016;Figueirense;Ponte Preta;0;0
15/05/2016;2016;América-MG;Fluminense;0;1
15/05/2016;2016;Internacional;Chapecoense;0;0
21/05/2016;2016;Ponte Preta;Palmeiras;2;1
21/05/2016;2016;Fluminense;Santa Cruz;2;2
22/05/2016;2016;Cruzeiro;Figueirense;2;2
22/05/2016;2016;Santos;Coritiba;2;1
22/05/2016;2016;Athletico;Atlético Mineiro;1;1
22/05/2016;2016;Vitória;Corinthians;3;2
22/05/2016;2016;São Paulo;Internacional;1;2
22/05/2016;2016;Grêmio;Flamengo;1;0
22/05/2016;2016;Chapecoense;América-MG;3;1
22/05/2016;2016;Sport;Botafogo;1;1
26/05/2016;2016;Botafogo;Athletico;2;1
26/05/2016;2016;Figueirense;Santos;2;2
26/05/2016;2016;Flamengo;Chapecoense;2;2
26/05/2016;2016;América-MG;Vitória;1;1
26/05/2016;2016;Palmeiras;Fluminense;2;0
26/05/2016;2016;Coritiba;São Paulo;1;1
26/05/2016;2016;Santa Cruz;Cruzeiro;4;1
26/05/2016;2016;Corinthians;Ponte Preta;3;0
26/05/2016;2016;Internacional;Sport;1;0
27/05/2016;2016;Atlético Mineiro;Grêmio;0;3
28/05/2016;2016;Cruzeiro;América-MG;1;1
28/05/2016;2016;Athletico;Figueirense;2;1
29/05/2016;2016;Chapecoense;Santa Cruz;1;1
29/05/2016;2016;Ponte Preta;Flamengo;1;2
29/05/2016;2016;Sport;Corinthians;0;2
29/05/2016;2016;Vitória;Atlético Mineiro;1;1
29/05/2016;2016;Fluminense;Botafogo;1;0
29/05/2016;2016;São Paulo;Palmeiras;1;0
29/05/2016;2016;Santos;Internacional;0;1
29/05/2016;2016;Grêmio;Coritiba;2;0
02/06/2016;2016;Internacional;Athletico;1;0
02/06/2016;2016;Corinthians;Santos;1;0
02/06/2016;2016;Coritiba;Chapecoense;3;4
02/06/2016;2016;Santa Cruz;Sport;0;1
02/06/2016;2016;Botafogo;Cruzeiro;0;1
02/06/2016;2016;Atlético Mineiro;Fluminense;1;1
02/06/2016;2016;Figueirense;São Paulo;1;0
03/06/2016;2016;América-MG;Ponte Preta;1;2
03/06/2016;2016;Flamengo;Vitória;1;0
03/06/2016;2016;Palmeiras;Grêmio;4;3
04/06/2016;2016;Athletico;Santa Cruz;1;0
05/06/2016;2016;Corinthians;Coritiba;2;1
05/06/2016;2016;Chapecoense;Fluminense;0;0
05/06/2016;2016;Santos;Botafogo;3;0
05/06/2016;2016;América-MG;Figueirense;1;0
05/06/2016;2016;Vitória;Internacional;1;0
05/06/2016;2016;Flamengo;Palmeiras;1;2
05/06/2016;2016;Grêmio;Ponte Preta;1;0
05/06/2016;2016;Sport;Atlético Mineiro;4;4
05/06/2016;2016;Cruzeiro;São Paulo;0;1
11/06/2016;2016;Internacional;América-MG;3;1
11/06/2016;2016;Ponte Preta;Chapecoense;2;1
11/06/2016;2016;Fluminense;Grêmio;1;1
12/06/2016;2016;São Paulo;Athletico;1;2
12/06/2016;2016;Botafogo;Vitória;1;1
12/06/2016;2016;Coritiba;Sport;3;2
12/06/2016;2016;Palmeiras;Corinthians;1;0
12/06/2016;2016;Atlético Mineiro;Cruzeiro;2;3
12/06/2016;2016;Figueirense;Flamengo;1;0
13/06/2016;2016;Santa Cruz;Santos;0;2
16/06/2016;2016;São Paulo;Vitória;2;0
16/06/2016;2016;Chapecoense;Grêmio;3;3
16/06/2016;2016;Ponte Preta;Athletico;3;2
16/06/2016;2016;Botafogo;América-MG;3;1
16/06/2016;2016;Santos;Sport;2;0
16/06/2016;2016;Santa Cruz;Figueirense;1;0
16/06/2016;2016;Cruzeiro;Flamengo;0;1
16/06/2016;2016;Coritiba;Palmeiras;2;2
17/06/2016;2016;Internacional;Atlético Mineiro;2;0
17/06/2016;2016;Fluminense;Corinthians;1;0
18/06/2016;2016;Palmeiras;Santa Cruz;3;1
18/06/2016;2016;Athletico;Santos;1;0
19/06/2016;2016;América-MG;Coritiba;2;1
19/06/2016;2016;Vitória;Chapecoense;1;2
19/06/2016;2016;Atlético Mineiro;Ponte Preta;3;0
19/06/2016;2016;Flamengo;São Paulo;2;2
19/06/2016;2016;Corinthians;Botafogo;3;1
19/06/2016;2016;Figueirense;Internacional;3;2
19/06/2016;2016;Sport;Fluminense;2;1
20/06/2016;2016;Grêmio;Cruzeiro;2;0
22/06/2016;2016;Palmeiras;América-MG;2;0
23/06/2016;2016;Ponte Preta;Cruzeiro;0;4
23/06/2016;2016;Botafogo;Figueirense;0;0
23/06/2016;2016;Santa Cruz;Flamengo;0;1
23/06/2016;2016;Fluminense;Santos;2;4
23/06/2016;2016;Atlético Mineiro;Corinthians;2;1
23/06/2016;2016;Chapecoense;Athletico;0;0
24/06/2016;2016;Grêmio;Vitória;1;2
24/06/2016;2016;São Paulo;Sport;0;0
24/06/2016;2016;Coritiba;Internacional;1;1
26/06/2016;2016;Cruzeiro;Palmeiras;2;1
26/06/2016;2016;Corinthians;Santa Cruz;2;1
26/06/2016;2016;América-MG;Atlético Mineiro;0;1
26/06/2016;2016;Vitória;Ponte Preta;1;1
26/06/2016;2016;Flamengo;Fluminense;1;2
26/06/2016;2016;Santos;São Paulo;3;0
26/06/2016;2016;Internacional;Botafogo;2;3
26/06/2016;2016;Athletico;Grêmio;2;0
26/06/2016;2016;Figueirense;Coritiba;0;0
26/06/2016;2016;Sport;Chapecoense;5;1
30/06/2016;2016;Vitória;Sport;3;2
30/06/2016;2016;Flamengo;Internacional;1;0
30/06/2016;2016;Grêmio;Santos;3;2
30/06/2016;2016;Coritiba;Athletico;1;0
30/06/2016;2016;Chapecoense;Cruzeiro;3;2
30/06/2016;2016;São Paulo;Fluminense;2;1
30/06/2016;2016;América-MG;Corinthians;0;2
01/07/2016;2016;Palmeiras;Figueirense;4;0
01/07/2016;2016;Santa Cruz;Ponte Preta;0;3
01/07/2016;2016;Atlético Mineiro;Botafogo;5;3
02/07/2016;2016;Fluminense;Coritiba;0;0
02/07/2016;2016;Athletico;América-MG;1;0
03/07/2016;2016;Cruzeiro;Vitória;2;2
03/07/2016;2016;Internacional;Grêmio;0;1
03/07/2016;2016;Botafogo;Santa Cruz;2;1
03/07/2016;2016;Corinthians;Flamengo;4;0
03/07/2016;2016;Santos;Chapecoense;3;0
03/07/2016;2016;Ponte Preta;São Paulo;1;0
04/07/2016;2016;Figueirense;Atlético Mineiro;1;1
05/07/2016;2016;Sport;Palmeiras;1;3
09/07/2016;2016;Coritiba;Botafogo;0;0
09/07/2016;2016;Chapecoense;Corinthians;0;2
10/07/2016;2016;Ponte Preta;Sport;2;1
10/07/2016;2016;Flamengo;Atlético Mineiro;2;0
10/07/2016;2016;Grêmio;Figueirense;2;1
10/07/2016;2016;São Paulo;América-MG;3;0
10/07/2016;2016;Santa Cruz;Internacional;1;0
11/07/2016;2016;Vitória;Fluminense;0;0
12/07/2016;2016;Cruzeiro;Athletico;0;3
13/07/2016;2016;Palmeiras;Santos;1;1
16/07/2016;2016;Botafogo;Flamengo;3;3
16/07/2016;2016;Santos;Ponte Preta;3;1
17/07/2016;2016;América-MG;Santa Cruz;0;3
17/07/2016;2016;Fluminense;Cruzeiro;2;0
17/07/2016;2016;Corinthians;São Paulo;1;1
17/07/2016;2016;Internacional;Palmeiras;0;1
17/07/2016;2016;Athletico;Vitória;1;1
17/07/2016;2016;Figueirense;Chapecoense;1;1
17/07/2016;2016;Sport;Grêmio;4;2
19/07/2016;2016;Atlético Mineiro;Coritiba;2;1
23/07/2016;2016;Corinthians;Figueirense;1;1
23/07/2016;2016;Santa Cruz;Coritiba;0;1
24/07/2016;2016;Palmeiras;Atlético Mineiro;0;1
24/07/2016;2016;Ponte Preta;Internacional;2;2
24/07/2016;2016;Cruzeiro;Sport;1;2
24/07/2016;2016;Grêmio;São Paulo;1;0
24/07/2016;2016;Athletico;Fluminense;1;0
24/07/2016;2016;Chapecoense;Botafogo;2;1
24/07/2016;2016;Vitória;Santos;2;3
26/07/2016;2016;Flamengo;América-MG;2;1
30/07/2016;2016;Figueirense;Vitória;1;0
30/07/2016;2016;Sport;Athletico;2;0
31/07/2016;2016;Atlético Mineiro;Santa Cruz;3;0
31/07/2016;2016;Fluminense;Ponte Preta;3;0
31/07/2016;2016;São Paulo;Chapecoense;2;2
31/07/2016;2016;Santos;Cruzeiro;2;0
31/07/2016;2016;Internacional;Corinthians;0;1
31/07/2016;2016;Coritiba;Flamengo;0;2
31/07/2016;2016;Botafogo;Palmeiras;3;1
31/07/2016;2016;América-MG;Grêmio;0;0
04/08/2016;2016;Vitória;Coritiba;3;1
04/08/2016;2016;Sport;América-MG;1;1
04/08/2016;2016;Santos;Flamengo;0;0
04/08/2016;2016;Athletico;Corinthians;2;0
05/08/2016;2016;Ponte Preta;Botafogo;2;0
05/08/2016;2016;São Paulo;Atlético Mineiro;1;2
05/08/2016;2016;Grêmio;Santa Cruz;0;0
05/08/2016;2016;Cruzeiro;Internacional;4;2
05/08/2016;2016;Chapecoense;Palmeiras;1;1
06/08/2016;2016;Flamengo;Athletico;1;0
07/08/2016;2016;América-MG;Santos;1;0
07/08/2016;2016;Palmeiras;Vitória;2;1
07/08/2016;2016;Coritiba;Ponte Preta;3;1
07/08/2016;2016;Internacional;Fluminense;2;2
07/08/2016;2016;Santa Cruz;São Paulo;1;2
07/08/2016;2016;Figueirense;Sport;1;1
09/08/2016;2016;Atlético Mineiro;Chapecoense;3;1
09/08/2016;2016;Corinthians;Cruzeiro;1;1
13/08/2016;2016;Sport;Flamengo;1;0
13/08/2016;2016;Ponte Preta;Figueirense;2;0
14/08/2016;2016;Fluminense;América-MG;1;0
14/08/2016;2016;Grêmio;Corinthians;3;0
14/08/2016;2016;Vitória;Santa Cruz;2;2
14/08/2016;2016;Santos;Atlético Mineiro;3;0
14/08/2016;2016;Cruzeiro;Coritiba;2;2
14/08/2016;2016;São Paulo;Botafogo;0;1
14/08/2016;2016;Athletico;Palmeiras;0;1
16/08/2016;2016;Chapecoense;Internacional;1;0
20/08/2016;2016;América-MG;Chapecoense;1;2
21/08/2016;2016;Botafogo;Sport;3;0
21/08/2016;2016;Flamengo;Grêmio;2;1
21/08/2016;2016;Atlético Mineiro;Athletico;1;0
21/08/2016;2016;Palmeiras;Ponte Preta;2;2
21/08/2016;2016;Internacional;São Paulo;1;1
21/08/2016;2016;Santa Cruz;Fluminense;0;1
21/08/2016;2016;Coritiba;Santos;2;1
21/08/2016;2016;Figueirense;Cruzeiro;1;2
23/08/2016;2016;Corinthians;Vitória;2;1
27/08/2016;2016;Ponte Preta;Corinthians;2;0
28/08/2016;2016;Santos;Figueirense;0;1
28/08/2016;2016;Cruzeiro;Santa Cruz;2;0
28/08/2016;2016;Fluminense;Palmeiras;0;2
28/08/2016;2016;São Paulo;Coritiba;0;0
28/08/2016;2016;Grêmio;Atlético Mineiro;1;1
28/08/2016;2016;Chapecoense;Flamengo;1;3
28/08/2016;2016;Vitória;América-MG;2;1
28/08/2016;2016;Sport;Internacional;1;1
30/08/2016;2016;Athletico;Botafogo;1;0
03/09/2016;2016;Fluminense;Figueirense;3;2
04/09/2016;2016;Botafogo;Grêmio;2;1
07/09/2016;2016;Botafogo;Fluminense;1;0
07/09/2016;2016;Figueirense;Athletico;1;0
07/09/2016;2016;Santa Cruz;Chapecoense;2;2
08/09/2016;2016;Atlético Mineiro;Vitória;2;1
08/09/2016;2016;Flamengo;Ponte Preta;2;1
08/09/2016;2016;Palmeiras;São Paulo;2;1
08/09/2016;2016;Coritiba;Grêmio;4;0
09/09/2016;2016;Corinthians;Sport;3;0
09/09/2016;2016;Internacional;Santos;2;1
09/09/2016;2016;América-MG;Cruzeiro;0;2
10/09/2016;2016;Vitória;Flamengo;1;2
11/09/2016;2016;São Paulo;Figueirense;3;1
11/09/2016;2016;Chapecoense;Coritiba;1;0
11/09/2016;2016;Santos;Corinthians;2;1
11/09/2016;2016;Cruzeiro;Botafogo;0;2
11/09/2016;2016;Athletico;Internacional;2;1
11/09/2016;2016;Sport;Santa Cruz;5;3
11/09/2016;2016;Grêmio;Palmeiras;0;0
11/09/2016;2016;Ponte Preta;América-MG;1;1
13/09/2016;2016;Fluminense;Atlético Mineiro;4;2
15/09/2016;2016;Botafogo;Santos;0;1
15/09/2016;2016;Figueirense;América-MG;2;2
15/09/2016;2016;Ponte Preta;Grêmio;3;0
15/09/2016;2016;Santa Cruz;Athletico;1;0
15/09/2016;2016;Palmeiras;Flamengo;1;1
15/09/2016;2016;Coritiba;Corinthians;1;1
16/09/2016;2016;Fluminense;Chapecoense;1;2
16/09/2016;2016;Atlético Mineiro;Sport;1;0
16/09/2016;2016;São Paulo;Cruzeiro;1;0
16/09/2016;2016;Internacional;Vitória;0;1
17/09/2016;2016;Corinthians;Palmeiras;0;2
18/09/2016;2016;Flamengo;Figueirense;2;0
18/09/2016;2016;Cruzeiro;Atlético Mineiro;1;1
18/09/2016;2016;Grêmio;Fluminense;0;1
18/09/2016;2016;Athletico;São Paulo;1;0
18/09/2016;2016;Chapecoense;Ponte Preta;2;2
18/09/2016;2016;Sport;Coritiba;0;1
18/09/2016;2016;Vitória;Botafogo;0;1
18/09/2016;2016;Santos;Santa Cruz;3;2
20/09/2016;2016;América-MG;Internacional;1;0
24/09/2016;2016;Palmeiras;Coritiba;2;1
24/09/2016;2016;Sport;Santos;1;0
25/09/2016;2016;América-MG;Botafogo;1;0
25/09/2016;2016;Athletico;Ponte Preta;3;0
25/09/2016;2016;Figueirense;Santa Cruz;3;1
25/09/2016;2016;Vitória;São Paulo;2;0
25/09/2016;2016;Flamengo;Cruzeiro;2;1
25/09/2016;2016;Corinthians;Fluminense;0;1
25/09/2016;2016;Grêmio;Chapecoense;1;0
25/09/2016;2016;Atlético Mineiro;Internacional;3;1
01/10/2016;2016;Fluminense;Sport;3;1
01/10/2016;2016;São Paulo;Flamengo;0;0
01/10/2016;2016;Santos;Athletico;2;0
01/10/2016;2016;Chapecoense;Vitória;1;4
01/10/2016;2016;Botafogo;Corinthians;2;0
01/10/2016;2016;Ponte Preta;Atlético Mineiro;1;2
01/10/2016;2016;Cruzeiro;Grêmio;1;0
02/10/2016;2016;Internacional;Figueirense;1;0
04/10/2016;2016;Santa Cruz;Palmeiras;2;3
04/10/2016;2016;Coritiba;América-MG;3;0
06/10/2016;2016;Vitória;Grêmio;0;1
06/10/2016;2016;Athletico;Chapecoense;3;1
06/10/2016;2016;Corinthians;Atlético Mineiro;0;0
06/10/2016;2016;Santos;Fluminense;2;1
06/10/2016;2016;Sport;São Paulo;1;1
07/10/2016;2016;Internacional;Coritiba;1;0
09/10/2016;2016;Cruzeiro;Ponte Preta;2;0
09/10/2016;2016;Flamengo;Santa Cruz;3;0
09/10/2016;2016;Figueirense;Botafogo;0;1
09/10/2016;2016;América-MG;Palmeiras;0;2
12/10/2016;2016;Chapecoense;Sport;3;0
13/10/2016;2016;Coritiba;Figueirense;0;0
13/10/2016;2016;Botafogo;Internacional;1;0
13/10/2016;2016;Santa Cruz;Corinthians;2;4
14/10/2016;2016;Palmeiras;Cruzeiro;0;0
14/10/2016;2016;Atlético Mineiro;América-MG;3;0
14/10/2016;2016;Ponte Preta;Vitória;2;0
14/10/2016;2016;Fluminense;Flamengo;1;2
14/10/2016;2016;São Paulo;Santos;0;1
14/10/2016;2016;Grêmio;Athletico;1;0
16/10/2016;2016;Botafogo;Atlético Mineiro;3;2
16/10/2016;2016;Cruzeiro;Chapecoense;0;0
16/10/2016;2016;Internacional;Flamengo;2;1
16/10/2016;2016;Athletico;Coritiba;2;0
16/10/2016;2016;Figueirense;Palmeiras;1;2
16/10/2016;2016;Corinthians;América-MG;2;0
16/10/2016;2016;Ponte Preta;Santa Cruz;3;0
16/10/2016;2016;Santos;Grêmio;1;1
16/10/2016;2016;Sport;Vitória;1;0
18/10/2016;2016;Fluminense;São Paulo;1;2
20/10/2016;2016;Santa Cruz;Botafogo;0;1
22/10/2016;2016;São Paulo;Ponte Preta;2;0
23/10/2016;2016;Vitória;Cruzeiro;0;1
23/10/2016;2016;Flamengo;Corinthians;2;2
23/10/2016;2016;Palmeiras;Sport;2;1
23/10/2016;2016;Grêmio;Internacional;0;0
23/10/2016;2016;Coritiba;Fluminense;1;1
23/10/2016;2016;Atlético Mineiro;Figueirense;3;0
23/10/2016;2016;Chapecoense;Santos;0;1
25/10/2016;2016;América-MG;Athletico;1;0
28/10/2016;2016;Sport;Ponte Preta;1;0
28/10/2016;2016;Fluminense;Vitória;2;2
29/10/2016;2016;Corinthians;Chapecoense;1;1
29/10/2016;2016;Atlético Mineiro;Flamengo;2;2
29/10/2016;2016;Athletico;Cruzeiro;1;0
29/10/2016;2016;Botafogo;Coritiba;0;0
29/10/2016;2016;Internacional;Santa Cruz;1;1
29/10/2016;2016;Santos;Palmeiras;1;0
29/10/2016;2016;Figueirense;Grêmio;0;0
31/10/2016;2016;América-MG;São Paulo;1;0
05/11/2016;2016;Flamengo;Botafogo;0;0
05/11/2016;2016;São Paulo;Corinthians;4;0
06/11/2016;2016;Ponte Preta;Santos;1;2
06/11/2016;2016;Vitória;Athletico;3;2
06/11/2016;2016;Palmeiras;Internacional;1;0
06/11/2016;2016;Cruzeiro;Fluminense;4;2
06/11/2016;2016;Santa Cruz;América-MG;1;0
06/11/2016;2016;Coritiba;Atlético Mineiro;2;0
06/11/2016;2016;Chapecoense;Figueirense;1;0
07/11/2016;2016;Grêmio;Sport;0;3
15/11/2016;2016;Fluminense;Athletico;1;1
16/11/2016;2016;Botafogo;Chapecoense;0;2
17/11/2016;2016;Coritiba;Santa Cruz;1;0
17/11/2016;2016;Figueirense;Corinthians;1;1
17/11/2016;2016;América-MG;Flamengo;0;1
17/11/2016;2016;Sport;Cruzeiro;0;1
17/11/2016;2016;São Paulo;Grêmio;1;1
17/11/2016;2016;Santos;Vitória;3;2
18/11/2016;2016;Atlético Mineiro;Palmeiras;1;1
18/11/2016;2016;Internacional;Ponte Preta;1;1
20/11/2016;2016;Vitória;Figueirense;4;0
20/11/2016;2016;Palmeiras;Botafogo;1;0
20/11/2016;2016;Cruzeiro;Santos;2;2
20/11/2016;2016;Grêmio;América-MG;3;0
20/11/2016;2016;Athletico;Sport;2;0
20/11/2016;2016;Ponte Preta;Fluminense;1;0
20/11/2016;2016;Flamengo;Coritiba;2;2
20/11/2016;2016;Chapecoense;São Paulo;2;0
20/11/2016;2016;Santa Cruz;Atlético Mineiro;3;3
21/11/2016;2016;Corinthians;Internacional;1;0
26/11/2016;2016;Botafogo;Ponte Preta;1;1
26/11/2016;2016;América-MG;Sport;2;2
27/11/2016;2016;Corinthians;Athletico;0;0
27/11/2016;2016;Flamengo;Santos;2;0
27/11/2016;2016;Palmeiras;Chapecoense;1;0
27/11/2016;2016;Atlético Mineiro;São Paulo;1;2
27/11/2016;2016;Internacional;Cruzeiro;1;0
27/11/2016;2016;Figueirense;Fluminense;1;0
27/11/2016;2016;Santa Cruz;Grêmio;5;1
28/11/2016;2016;Coritiba;Vitória;0;1
11/12/2016;2016;Vitória;Palmeiras;1;2
11/12/2016;2016;Fluminense;Internacional;1;1
11/12/2016;2016;São Paulo;Santa Cruz;5;0
11/12/2016;2016;Santos;América-MG;1;0
11/12/2016;2016;Cruzeiro;Corinthians;3;2
11/12/2016;2016;Grêmio;Botafogo;0;1
11/12/2016;2016;Athletico;Flamengo;0;0
11/12/2016;2016;Ponte Preta;Coritiba;2;0
11/12/2016;2016;Sport;Figueirense;2;0
13/05/2017;2017;Flamengo;Atlético Mineiro;1;1
14/05/2017;2017;Corinthians;Chapecoense;1;1
14/05/2017;2017;Fluminense;Santos;3;2
14/05/2017;2017;Palmeiras;Vasco;4;0
14/05/2017;2017;Cruzeiro;São Paulo;1;0
14/05/2017;2017;Bahia;Athletico;6;2
14/05/2017;2017;Ponte Preta;Sport;4;0
14/05/2017;2017;Avaí;Vitória;0;0
15/05/2017;2017;Grêmio;Botafogo;2;0
16/05/2017;2017;Coritiba;Atlético Goianiense;4;1
20/05/2017;2017;Santos;Coritiba;1;0
21/05/2017;2017;Atlético Goianiense;Flamengo;0;3
21/05/2017;2017;Chapecoense;Palmeiras;1;0
21/05/2017;2017;Vasco;Bahia;2;1
21/05/2017;2017;Atlético Mineiro;Fluminense;1;2
21/05/2017;2017;Athletico;Grêmio;0;2
21/05/2017;2017;Vitória;Corinthians;0;1
21/05/2017;2017;Botafogo;Ponte Preta;2;0
22/05/2017;2017;Sport;Cruzeiro;1;1
23/05/2017;2017;São Paulo;Avaí;2;0
27/05/2017;2017;Vasco;Fluminense;3;2
28/05/2017;2017;São Paulo;Palmeiras;2;0
28/05/2017;2017;Vitória;Coritiba;0;1
28/05/2017;2017;Atlético Mineiro;Ponte Preta;2;2
28/05/2017;2017;Santos;Cruzeiro;0;1
28/05/2017;2017;Athletico;Flamengo;1;1
28/05/2017;2017;Atlético Goianiense;Corinthians;0;1
28/05/2017;2017;Sport;Grêmio;4;3
29/05/2017;2017;Botafogo;Bahia;1;0
30/05/2017;2017;Chapecoense;Avaí;2;0
03/06/2017;2017;Coritiba;Athletico;1;0
03/06/2017;2017;Fluminense;Vitória;2;1
04/06/2017;2017;Corinthians;Santos;2;0
04/06/2017;2017;Flamengo;Botafogo;0;0
04/06/2017;2017;Avaí;Sport;1;0
04/06/2017;2017;Palmeiras;Atlético Mineiro;0;0
04/06/2017;2017;Grêmio;Vasco;2;0
04/06/2017;2017;Ponte Preta;São Paulo;1;0
05/06/2017;2017;Cruzeiro;Chapecoense;0;2
06/06/2017;2017;Bahia;Atlético Goianiense;3;0
07/06/2017;2017;Fluminense;Athletico;1;1
08/06/2017;2017;Atlético Mineiro;Avaí;1;0
08/06/2017;2017;Coritiba;Palmeiras;1;0
08/06/2017;2017;Santos;Botafogo;1;0
08/06/2017;2017;Vasco;Corinthians;2;5
08/06/2017;2017;Sport;Flamengo;2;0
09/06/2017;2017;São Paulo;Vitória;2;0
09/06/2017;2017;Atlético Goianiense;Ponte Preta;3;0
09/06/2017;2017;Chapecoense;Grêmio;3;6
09/06/2017;2017;Bahia;Cruzeiro;1;0
10/06/2017;2017;Palmeiras;Fluminense;3;1
11/06/2017;2017;Vasco;Sport;2;1
11/06/2017;2017;Botafogo;Coritiba;2;2
11/06/2017;2017;Corinthians;São Paulo;3;2
11/06/2017;2017;Vitória;Atlético Mineiro;2;0
11/06/2017;2017;Ponte Preta;Chapecoense;3;2
11/06/2017;2017;Avaí;Flamengo;1;1
11/06/2017;2017;Cruzeiro;Atlético Goianiense;2;0
12/06/2017;2017;Athletico;Santos;0;2
13/06/2017;2017;Grêmio;Bahia;1;0
15/06/2017;2017;Atlético Mineiro;Athletico;0;1
15/06/2017;2017;Sport;São Paulo;0;0
15/06/2017;2017;Vitória;Botafogo;2;2
15/06/2017;2017;Atlético Goianiense;Avaí;3;1
15/06/2017;2017;Flamengo;Ponte Preta;2;0
15/06/2017;2017;Santos;Palmeiras;1;0
15/06/2017;2017;Corinthians;Cruzeiro;1;0
15/06/2017;2017;Chapecoense;Vasco;2;1
15/06/2017;2017;Coritiba;Bahia;0;0
16/06/2017;2017;Fluminense;Grêmio;0;2
17/06/2017;2017;Atlético Goianiense;Athletico;0;1
18/06/2017;2017;Vasco;Avaí;1;0
18/06/2017;2017;Santos;Ponte Preta;0;0
18/06/2017;2017;Coritiba;Corinthians;0;0
18/06/2017;2017;Fluminense;Flamengo;2;2
18/06/2017;2017;São Paulo;Atlético Mineiro;1;2
18/06/2017;2017;Bahia;Palmeiras;2;4
18/06/2017;2017;Chapecoense;Botafogo;0;2
19/06/2017;2017;Sport;Vitória;1;3
20/06/2017;2017;Cruzeiro;Grêmio;3;3
22/06/2017;2017;Vitória;Santos;0;2
22/06/2017;2017;Botafogo;Vasco;3;1
22/06/2017;2017;Palmeiras;Atlético Goianiense;1;0
22/06/2017;2017;Atlético Mineiro;Sport;2;2
22/06/2017;2017;Athletico;São Paulo;1;0
22/06/2017;2017;Avaí;Fluminense;0;3
23/06/2017;2017;Corinthians;Bahia;3;0
23/06/2017;2017;Ponte Preta;Cruzeiro;1;0
23/06/2017;2017;Flamengo;Chapecoense;5;1
23/06/2017;2017;Grêmio;Coritiba;2;0
25/06/2017;2017;Santos;Sport;0;1
25/06/2017;2017;Vasco;Atlético Goianiense;1;0
25/06/2017;2017;São Paulo;Fluminense;1;1
25/06/2017;2017;Cruzeiro;Coritiba;2;0
25/06/2017;2017;Athletico;Vitória;4;1
25/06/2017;2017;Grêmio;Corinthians;0;1
25/06/2017;2017;Ponte Preta;Palmeiras;1;2
25/06/2017;2017;Bahia;Flamengo;0;1
26/06/2017;2017;Chapecoense;Atlético Mineiro;0;1
27/06/2017;2017;Botafogo;Avaí;0;2
01/07/2017;2017;Palmeiras;Grêmio;1;0
02/07/2017;2017;Atlético Goianiense;Santos;1;1
02/07/2017;2017;Flamengo;São Paulo;2;0
02/07/2017;2017;Corinthians;Botafogo;1;0
02/07/2017;2017;Atlético Mineiro;Cruzeiro;3;1
02/07/2017;2017;Sport;Athletico;1;0
02/07/2017;2017;Vitória;Bahia;0;0
03/07/2017;2017;Coritiba;Vasco;2;2
03/07/2017;2017;Avaí;Ponte Preta;0;0
04/07/2017;2017;Fluminense;Chapecoense;3;3
08/07/2017;2017;Atlético Goianiense;Vitória;1;2
08/07/2017;2017;Vasco;Flamengo;0;1
09/07/2017;2017;Corinthians;Ponte Preta;2;0
09/07/2017;2017;Chapecoense;Athletico;1;1
09/07/2017;2017;Cruzeiro;Palmeiras;3;1
09/07/2017;2017;Grêmio;Avaí;0;2
09/07/2017;2017;Bahia;Fluminense;1;1
10/07/2017;2017;Botafogo;Atlético Mineiro;1;1
10/07/2017;2017;Santos;São Paulo;3;2
11/07/2017;2017;Coritiba;Sport;0;3
13/07/2017;2017;Atlético Mineiro;Santos;0;1
13/07/2017;2017;Ponte Preta;Bahia;0;3
13/07/2017;2017;Fluminense;Botafogo;0;1
13/07/2017;2017;Palmeiras;Corinthians;0;2
13/07/2017;2017;Athletico;Cruzeiro;0;2
13/07/2017;2017;Vitória;Vasco;1;4
14/07/2017;2017;Flamengo;Grêmio;0;1
14/07/2017;2017;São Paulo;Atlético Goianiense;2;2
14/07/2017;2017;Sport;Chapecoense;3;0
14/07/2017;2017;Avaí;Coritiba;1;4
16/07/2017;2017;Corinthians;Athletico;2;2
16/07/2017;2017;Palmeiras;Vitória;4;2
16/07/2017;2017;Vasco;Santos;0;0
16/07/2017;2017;Cruzeiro;Flamengo;1;1
16/07/2017;2017;Grêmio;Ponte Preta;3;1
16/07/2017;2017;Atlético Goianiense;Atlético Mineiro;1;2
16/07/2017;2017;Chapecoense;São Paulo;2;0
17/07/2017;2017;Coritiba;Fluminense;1;2
17/07/2017;2017;Bahia;Avaí;1;1
18/07/2017;2017;Botafogo;Sport;2;1
20/07/2017;2017;Santos;Chapecoense;1;0
20/07/2017;2017;Vitória;Grêmio;1;3
20/07/2017;2017;Ponte Preta;Coritiba;4;0
20/07/2017;2017;Avaí;Corinthians;0;0
20/07/2017;2017;Flamengo;Palmeiras;2;2
20/07/2017;2017;São Paulo;Vasco;1;0
20/07/2017;2017;Atlético Mineiro;Bahia;0;2
21/07/2017;2017;Fluminense;Cruzeiro;1;1
21/07/2017;2017;Sport;Atlético Goianiense;4;0
21/07/2017;2017;Athletico;Botafogo;0;0
